chrom	start	end
NW_021705788.1	34558	34574
NW_021705788.1	34606	34622
NW_021705788.1	34698	34718
NW_021705788.1	34867	34889
NW_021705788.1	35031	35047
NW_021705788.1	35375	35391
NW_021705788.1	35778	35794
NW_021705788.1	35836	35852
NW_021705788.1	35988	36004
NW_021705788.1	36133	36149
NW_021705788.1	36283	36299
NW_021705788.1	36341	36357
NW_021705788.1	36493	36509
NW_021705788.1	36638	36654
NW_021705788.1	36947	36963
NW_021705788.1	38045	38061
NW_021705788.1	38283	38299
NW_021705788.1	39199	39217
NW_021705788.1	39236	39260
NW_021705788.1	39709	39727
NW_021705788.1	39746	39770
NW_021705788.1	40107	40123
NW_021705788.1	41389	41405
NW_021705788.1	41453	41471
NW_021705788.1	41534	41550
NW_021705788.1	41655	41671
NW_021705788.1	41826	41842
NW_021705788.1	41965	41981
NW_021705788.1	42033	42051
NW_021705788.1	42163	42179
NW_021705788.1	42185	42207
NW_021705788.1	42482	42498
NW_021705788.1	42592	42608
NW_021705788.1	42633	42653
NW_021705788.1	42794	42810
NW_021705788.1	43330	43346
NW_021705788.1	43390	43406
NW_021705788.1	43583	43599
NW_021705788.1	43784	43800
NW_021705788.1	43863	43879
NW_021705788.1	43923	43939
NW_021705788.1	44116	44132
NW_021705788.1	44317	44333
NW_021705788.1	44404	44420
NW_021705788.1	44441	44459
NW_021705788.1	44840	44856
NW_021705788.1	44927	44943
NW_021705788.1	44964	44982
NW_021705788.1	45763	45779
NW_021705788.1	45928	45944
NW_021705788.1	46035	46051
NW_021705788.1	46097	46113
NW_021705788.1	46326	46344
NW_021705788.1	46384	46400
NW_021705788.1	46523	46539
NW_021705788.1	46623	46639
NW_021705788.1	46730	46746
NW_021705788.1	47614	47630
NW_021705788.1	47962	47978
NW_021705788.1	48460	48478
NW_021705788.1	49269	49287
NW_021705788.1	49698	49714
NW_021705788.1	49723	49739
NW_021705788.1	49791	49811
NW_021705788.1	49944	49960
NW_021705788.1	49994	50010
NW_021705788.1	50232	50248
NW_021705788.1	51737	51753
NW_021705788.1	52488	52504
NW_021705788.1	52632	52648
NW_021705788.1	52668	52684
NW_021705788.1	52855	52871
NW_021705788.1	53258	53274
NW_021705788.1	53651	53667
NW_021705788.1	54119	54135
NW_021705788.1	54180	54202
NW_021705788.1	54291	54311
NW_021705788.1	54365	54387
NW_021705788.1	54507	54529
NW_021705788.1	54724	54740
NW_021705788.1	54840	54856
NW_021705788.1	54917	54933
NW_021705788.1	56175	56193
NW_021705788.1	56224	56240
NW_021705788.1	56862	56878
NW_021705788.1	57598	57614
NW_021705788.1	58041	58057
NW_021705788.1	58667	58689
NW_021705788.1	58950	58966
NW_021705788.1	59060	59076
NW_021705788.1	59409	59425
NW_021705788.1	59619	59643
NW_021705788.1	60192	60208
NW_021705788.1	60315	60331
NW_021705788.1	61164	61180
NW_021705788.1	61386	61402
NW_021705788.1	61500	61516
NW_021705788.1	62075	62091
NW_021705788.1	62862	62878
NW_021705788.1	62949	62973
NW_021705788.1	65634	65650
NW_021705788.1	66776	66792
NW_021705788.1	67426	67442
NW_021705788.1	68792	68808
NW_021705788.1	68994	69010
NW_021705788.1	69241	69261
NW_021705788.1	69975	69991
NW_021705788.1	70084	70104
NW_021705788.1	70269	70285
NW_021705788.1	71080	71096
NW_021705788.1	71147	71163
NW_021705788.1	71821	71839
NW_021705788.1	71927	71945
NW_021705788.1	75515	75531
NW_021705788.1	75914	75930
NW_021705788.1	76204	76220
NW_021705788.1	76560	76584
NW_021705788.1	77004	77022
NW_021705789.1	1703	1719
NW_021705789.1	1783	1807
NW_021705789.1	2879	2895
NW_021705789.1	3028	3044
NW_021705789.1	3288	3304
NW_021705789.1	4381	4397
NW_021705789.1	5245	5261
NW_021705789.1	6806	6822
NW_021705789.1	7240	7256
NW_021705789.1	8028	8052
NW_021705789.1	8586	8602
NW_021705789.1	8677	8693
NW_021705789.1	9021	9037
NW_021705789.1	9069	9087
NW_021705789.1	9597	9615
NW_021705789.1	10367	10383
NW_021705789.1	10453	10469
NW_021705789.1	10559	10575
NW_021705789.1	11497	11513
NW_021705789.1	11827	11843
NW_021705789.1	12003	12019
NW_021705789.1	12108	12124
NW_021705789.1	12286	12302
NW_021705789.1	15761	15777
NW_021705789.1	16678	16698
NW_021705789.1	16995	17011
NW_021705789.1	17661	17677
NW_021705789.1	19122	19138
NW_021705789.1	21647	21663
NW_021705789.1	22104	22120
NW_021705789.1	22145	22161
NW_021705789.1	24936	24952
NW_021705789.1	25000	25018
NW_021705789.1	26232	26248
NW_021705789.1	26731	26755
NW_021705789.1	26844	26860
NW_021705789.1	26907	26923
NW_021705789.1	26970	26986
NW_021705789.1	27090	27106
NW_021705789.1	27293	27309
NW_021705789.1	27488	27510
NW_021705789.1	27557	27573
NW_021705789.1	28868	28884
NW_021705789.1	28890	28906
NW_021705789.1	28995	29011
NW_021705789.1	29147	29163
NW_021705789.1	29358	29374
NW_021705789.1	30140	30156
NW_021705789.1	30766	30782
NW_021705789.1	30862	30878
NW_021705789.1	31492	31508
NW_021705789.1	32171	32187
NW_021705789.1	32350	32366
NW_021705789.1	32447	32463
NW_021705789.1	33338	33354
NW_021705789.1	35011	35027
NW_021705789.1	35390	35406
NW_021705789.1	35883	35899
NW_021705789.1	36080	36102
NW_021705789.1	36364	36380
NW_021705789.1	37178	37194
NW_021705789.1	37842	37858
NW_021705789.1	39096	39114
NW_021705789.1	40499	40523
NW_021705789.1	40524	40540
NW_021705789.1	40969	40985
NW_021705789.1	42549	42565
NW_021705789.1	42722	42738
NW_021705789.1	43855	43871
NW_021705789.1	44074	44094
NW_021705789.1	45305	45321
NW_021705789.1	46097	46113
NW_021705789.1	47906	47922
NW_021705789.1	48242	48258
NW_021705789.1	48922	48938
NW_021705789.1	48998	49014
NW_021705789.1	49244	49264
NW_021705789.1	49455	49475
NW_021705789.1	49476	49492
NW_021705789.1	50663	50679
NW_021705789.1	54832	54848
NW_021705789.1	60663	60679
NW_021705789.1	61195	61213
NW_021705789.1	62847	62863
NW_021705789.1	66650	66666
NW_021705789.1	67810	67826
NW_021705789.1	68004	68028
NW_021705789.1	68045	68061
NW_021705789.1	72529	72545
NW_021705789.1	73402	73418
NW_021705789.1	75155	75171
NW_021705789.1	75299	75315
NW_021705789.1	75448	75464
NW_021705789.1	75696	75712
NW_021705789.1	75889	75905
NW_021705790.1	1553	1571
NW_021705790.1	1887	1903
NW_021705790.1	2408	2424
NW_021705790.1	2673	2689
NW_021705790.1	3020	3036
NW_021705790.1	3520	3536
NW_021705790.1	3799	3815
NW_021705790.1	3816	3834
NW_021705790.1	4013	4029
NW_021705790.1	4588	4604
NW_021705790.1	4840	4856
NW_021705790.1	4868	4884
NW_021705790.1	4991	5007
NW_021705790.1	5009	5025
NW_021705790.1	5541	5557
NW_021705790.1	5666	5688
NW_021705790.1	5982	5998
NW_021705790.1	6068	6084
NW_021705790.1	7488	7506
NW_021705790.1	8137	8153
NW_021705790.1	8962	8982
NW_021705790.1	9032	9048
NW_021705790.1	9901	9917
NW_021705790.1	10477	10493
NW_021705790.1	10660	10680
NW_021705790.1	10812	10828
NW_021705790.1	11260	11276
NW_021705790.1	11879	11895
NW_021705790.1	13534	13550
NW_021705790.1	14162	14180
NW_021705790.1	15032	15048
NW_021705790.1	17294	17310
NW_021705790.1	17512	17528
NW_021705790.1	18265	18285
NW_021705790.1	18561	18577
NW_021705790.1	18586	18604
NW_021705790.1	18877	18901
NW_021705790.1	19212	19228
NW_021705790.1	20016	20032
NW_021705790.1	20617	20635
NW_021705790.1	20963	20979
NW_021705790.1	21070	21086
NW_021705790.1	21120	21136
NW_021705790.1	22087	22103
NW_021705790.1	24924	24940
NW_021705790.1	25743	25763
NW_021705790.1	25777	25793
NW_021705790.1	28045	28061
NW_021705790.1	28221	28237
NW_021705790.1	29178	29194
NW_021705790.1	30444	30460
NW_021705790.1	31064	31082
NW_021705790.1	32004	32022
NW_021705790.1	32401	32417
NW_021705790.1	33777	33795
NW_021705790.1	34923	34939
NW_021705790.1	37616	37632
NW_021705790.1	37834	37850
NW_021705790.1	38076	38096
NW_021705790.1	38436	38452
NW_021705790.1	39417	39435
NW_021705790.1	39542	39558
NW_021705790.1	39660	39676
NW_021705790.1	40361	40377
NW_021705790.1	40458	40474
NW_021705790.1	40716	40732
NW_021705790.1	41682	41698
NW_021705790.1	42114	42130
NW_021705790.1	42152	42168
NW_021705790.1	42914	42930
NW_021705790.1	44319	44341
NW_021705790.1	47312	47328
NW_021705790.1	48316	48332
NW_021705790.1	49396	49412
NW_021705790.1	49833	49849
NW_021705790.1	50011	50027
NW_021705790.1	50474	50490
NW_021705790.1	51533	51549
NW_021705790.1	52508	52530
NW_021705790.1	52781	52797
NW_021705790.1	53524	53540
NW_021705790.1	53724	53740
NW_021705790.1	54097	54115
NW_021705790.1	54763	54779
NW_021705790.1	55326	55344
NW_021705790.1	55462	55486
NW_021705790.1	55977	55993
NW_021705790.1	56486	56502
NW_021705790.1	57375	57391
NW_021705790.1	57428	57444
NW_021705790.1	58612	58628
NW_021705790.1	58884	58900
NW_021705790.1	60504	60520
NW_021705790.1	60616	60632
NW_021705790.1	61113	61129
NW_021705790.1	61370	61386
NW_021705790.1	62427	62449
NW_021705790.1	63917	63933
NW_021705790.1	64413	64429
NW_021705790.1	64436	64452
NW_021705790.1	64881	64897
NW_021705790.1	65709	65725
NW_021705790.1	66261	66283
NW_021705790.1	66469	66493
NW_021705790.1	66975	66991
NW_021705790.1	67075	67091
NW_021705790.1	67341	67357
NW_021705790.1	67590	67606
NW_021705790.1	67950	67968
NW_021705790.1	68548	68564
NW_021705790.1	68597	68615
NW_021705790.1	69243	69267
NW_021705790.1	69505	69521
NW_021705790.1	69592	69608
NW_021705790.1	69981	69997
NW_021705790.1	70770	70786
NW_021705790.1	70895	70919
NW_021705790.1	70920	70938
NW_021705790.1	71179	71197
NW_021705790.1	71422	71438
NW_021705790.1	71620	71638
NW_021705790.1	71641	71657
NW_021705790.1	71856	71872
NW_021705790.1	72082	72104
NW_021705790.1	72762	72780
NW_021705790.1	73902	73922
NW_021705791.1	207	223
NW_021705791.1	934	950
NW_021705791.1	1257	1273
NW_021705791.1	1319	1335
NW_021705791.1	2274	2296
NW_021705791.1	2326	2344
NW_021705791.1	2378	2394
NW_021705791.1	4759	4775
NW_021705791.1	5375	5391
NW_021705791.1	5436	5454
NW_021705791.1	6688	6704
NW_021705791.1	8178	8198
NW_021705791.1	9596	9612
NW_021705791.1	9618	9634
NW_021705791.1	9853	9869
NW_021705791.1	10511	10527
NW_021705791.1	10533	10549
NW_021705791.1	10807	10823
NW_021705791.1	11231	11247
NW_021705791.1	11253	11269
NW_021705791.1	11527	11543
NW_021705791.1	12659	12679
NW_021705791.1	12919	12935
NW_021705791.1	13004	13020
NW_021705791.1	13283	13299
NW_021705791.1	13518	13538
NW_021705791.1	13781	13797
NW_021705791.1	14301	14317
NW_021705791.1	14863	14879
NW_021705791.1	15039	15055
NW_021705791.1	15174	15192
NW_021705791.1	15355	15379
NW_021705791.1	17622	17638
NW_021705791.1	17953	17969
NW_021705791.1	18800	18816
NW_021705791.1	18991	19007
NW_021705791.1	19048	19064
NW_021705791.1	19426	19442
NW_021705791.1	19532	19550
NW_021705791.1	19795	19811
NW_021705791.1	20791	20809
NW_021705791.1	22556	22576
NW_021705791.1	23717	23737
NW_021705791.1	24330	24346
NW_021705791.1	25125	25141
NW_021705791.1	25425	25441
NW_021705791.1	25685	25701
NW_021705791.1	25707	25723
NW_021705791.1	26148	26164
NW_021705791.1	26498	26518
NW_021705791.1	26886	26910
NW_021705791.1	27094	27114
NW_021705791.1	27712	27728
NW_021705791.1	28723	28739
NW_021705791.1	29266	29282
NW_021705791.1	29657	29679
NW_021705791.1	29857	29873
NW_021705791.1	29954	29970
NW_021705791.1	30027	30043
NW_021705791.1	30246	30262
NW_021705791.1	31446	31470
NW_021705791.1	31506	31522
NW_021705791.1	31666	31682
NW_021705791.1	31973	31989
NW_021705791.1	32040	32056
NW_021705791.1	32442	32462
NW_021705791.1	32568	32584
NW_021705791.1	34209	34225
NW_021705791.1	34953	34969
NW_021705791.1	35948	35964
NW_021705791.1	36474	36494
NW_021705791.1	36542	36558
NW_021705791.1	36591	36607
NW_021705791.1	36648	36672
NW_021705791.1	36730	36752
NW_021705791.1	36997	37013
NW_021705791.1	37186	37204
NW_021705791.1	37647	37663
NW_021705791.1	38272	38288
NW_021705791.1	39033	39053
NW_021705791.1	39219	39235
NW_021705791.1	39323	39339
NW_021705791.1	39378	39402
NW_021705791.1	39440	39456
NW_021705791.1	39872	39888
NW_021705791.1	40649	40665
NW_021705791.1	40719	40735
NW_021705791.1	41398	41416
NW_021705791.1	41565	41587
NW_021705791.1	41633	41649
NW_021705791.1	44082	44098
NW_021705791.1	45828	45844
NW_021705791.1	46145	46161
NW_021705791.1	47444	47460
NW_021705791.1	47754	47770
NW_021705791.1	48054	48070
NW_021705791.1	48923	48939
NW_021705791.1	49193	49209
NW_021705791.1	49395	49413
NW_021705791.1	49462	49478
NW_021705791.1	49686	49702
NW_021705791.1	51271	51295
NW_021705791.1	51345	51361
NW_021705791.1	52308	52324
NW_021705791.1	52505	52521
NW_021705791.1	52755	52773
NW_021705791.1	53081	53097
NW_021705791.1	53258	53282
NW_021705791.1	53346	53362
NW_021705791.1	53563	53583
NW_021705791.1	54342	54358
NW_021705791.1	54536	54554
NW_021705791.1	56287	56303
NW_021705791.1	57051	57071
NW_021705791.1	57195	57211
NW_021705791.1	57363	57379
NW_021705791.1	58432	58448
NW_021705791.1	58568	58586
NW_021705791.1	60346	60362
NW_021705791.1	60438	60454
NW_021705791.1	61254	61274
NW_021705791.1	61342	61358
NW_021705791.1	62042	62058
NW_021705791.1	62981	62999
NW_021705791.1	63042	63060
NW_021705791.1	63474	63490
NW_021705791.1	63782	63798
NW_021705791.1	63956	63972
NW_021705791.1	64123	64139
NW_021705791.1	64241	64259
NW_021705791.1	64419	64437
NW_021705791.1	64910	64926
NW_021705791.1	65047	65063
NW_021705791.1	65332	65348
NW_021705791.1	65632	65648
NW_021705791.1	67709	67725
NW_021705791.1	67910	67926
NW_021705791.1	68525	68541
NW_021705791.1	69221	69237
NW_021705791.1	70193	70209
NW_021705791.1	70414	70430
NW_021705791.1	70592	70608
NW_021705791.1	70799	70821
NW_021705791.1	71169	71187
NW_021705791.1	71582	71598
NW_021705791.1	71948	71964
NW_021705791.1	72853	72869
NW_021705791.1	73209	73225
NW_021705791.1	73691	73707
NW_021705792.1	475	491
NW_021705792.1	521	537
NW_021705792.1	579	595
NW_021705792.1	1556	1572
NW_021705792.1	1650	1666
NW_021705792.1	3039	3055
NW_021705792.1	5835	5851
NW_021705792.1	6140	6156
NW_021705792.1	6256	6272
NW_021705792.1	6381	6405
NW_021705792.1	6580	6600
NW_021705792.1	7457	7473
NW_021705792.1	8695	8711
NW_021705792.1	8745	8761
NW_021705792.1	9131	9147
NW_021705792.1	9325	9341
NW_021705792.1	9743	9759
NW_021705792.1	10735	10751
NW_021705792.1	10949	10965
NW_021705792.1	11029	11045
NW_021705792.1	11344	11360
NW_021705792.1	13686	13702
NW_021705792.1	14031	14047
NW_021705792.1	14701	14719
NW_021705792.1	14775	14791
NW_021705792.1	16670	16686
NW_021705792.1	16789	16805
NW_021705792.1	17089	17105
NW_021705792.1	17536	17552
NW_021705792.1	18761	18777
NW_021705792.1	22033	22049
NW_021705792.1	22247	22263
NW_021705792.1	22290	22306
NW_021705792.1	22660	22676
NW_021705792.1	23482	23498
NW_021705792.1	23690	23706
NW_021705792.1	24006	24022
NW_021705792.1	24466	24482
NW_021705792.1	24544	24562
NW_021705792.1	25462	25478
NW_021705792.1	26400	26416
NW_021705792.1	27193	27209
NW_021705792.1	28554	28570
NW_021705792.1	29892	29908
NW_021705792.1	30124	30140
NW_021705792.1	30703	30719
NW_021705792.1	30743	30759
NW_021705792.1	30806	30822
NW_021705792.1	30834	30850
NW_021705792.1	32733	32749
NW_021705792.1	32950	32966
NW_021705792.1	33446	33462
NW_021705792.1	33984	34000
NW_021705792.1	34378	34394
NW_021705792.1	34564	34580
NW_021705792.1	34897	34919
NW_021705792.1	35040	35056
NW_021705792.1	35224	35240
NW_021705792.1	36010	36026
NW_021705792.1	37207	37223
NW_021705792.1	37252	37268
NW_021705792.1	37529	37551
NW_021705792.1	37790	37806
NW_021705792.1	39522	39544
NW_021705792.1	39721	39745
NW_021705792.1	40377	40393
NW_021705792.1	40798	40814
NW_021705792.1	42097	42113
NW_021705792.1	42173	42197
NW_021705792.1	42749	42765
NW_021705792.1	43945	43961
NW_021705792.1	43967	43983
NW_021705792.1	44083	44099
NW_021705792.1	44157	44173
NW_021705792.1	44183	44201
NW_021705792.1	45047	45063
NW_021705792.1	45090	45106
NW_021705792.1	45400	45416
NW_021705792.1	46543	46561
NW_021705792.1	48384	48400
NW_021705792.1	48676	48694
NW_021705792.1	49067	49083
NW_021705792.1	49344	49360
NW_021705792.1	49495	49511
NW_021705792.1	50265	50281
NW_021705792.1	50693	50709
NW_021705792.1	51166	51182
NW_021705792.1	51252	51268
NW_021705792.1	53642	53662
NW_021705792.1	54119	54135
NW_021705792.1	54236	54252
NW_021705792.1	54363	54379
NW_021705792.1	56257	56273
NW_021705792.1	56761	56777
NW_021705792.1	58191	58207
NW_021705792.1	58234	58250
NW_021705792.1	59233	59249
NW_021705792.1	59601	59617
NW_021705792.1	59796	59812
NW_021705792.1	60692	60708
NW_021705792.1	61508	61524
NW_021705792.1	61916	61936
NW_021705792.1	62766	62782
NW_021705792.1	63409	63425
NW_021705792.1	63631	63647
NW_021705792.1	65357	65373
NW_021705792.1	66224	66240
NW_021705792.1	67519	67535
NW_021705792.1	67851	67867
NW_021705792.1	68056	68074
NW_021705792.1	68954	68970
NW_021705792.1	69756	69772
NW_021705792.1	70182	70198
NW_021705792.1	70328	70344
NW_021705792.1	71099	71115
NW_021705792.1	71256	71278
NW_021705792.1	72135	72151
NW_021705793.1	331	347
NW_021705793.1	1130	1154
NW_021705793.1	1155	1173
NW_021705793.1	1212	1228
NW_021705793.1	1343	1359
NW_021705793.1	1743	1759
NW_021705793.1	1809	1825
NW_021705793.1	1920	1936
NW_021705793.1	2031	2047
NW_021705793.1	2459	2475
NW_021705793.1	2747	2771
NW_021705793.1	2803	2819
NW_021705793.1	3199	3217
NW_021705793.1	3293	3309
NW_021705793.1	3377	3393
NW_021705793.1	3759	3777
NW_021705793.1	4074	4090
NW_021705793.1	4182	4198
NW_021705793.1	4296	4312
NW_021705793.1	4446	4462
NW_021705793.1	4791	4807
NW_021705793.1	4836	4852
NW_021705793.1	5319	5335
NW_021705793.1	5364	5380
NW_021705793.1	5489	5505
NW_021705793.1	5586	5602
NW_021705793.1	5683	5699
NW_021705793.1	5805	5823
NW_021705793.1	5988	6004
NW_021705793.1	6806	6822
NW_021705793.1	6981	6999
NW_021705793.1	7177	7193
NW_021705793.1	7557	7573
NW_021705793.1	8682	8698
NW_021705793.1	9461	9477
NW_021705793.1	9641	9657
NW_021705793.1	9741	9757
NW_021705793.1	9812	9828
NW_021705793.1	10375	10393
NW_021705793.1	11158	11180
NW_021705793.1	11593	11609
NW_021705793.1	12390	12406
NW_021705793.1	12444	12460
NW_021705793.1	13024	13040
NW_021705793.1	13098	13116
NW_021705793.1	13271	13293
NW_021705793.1	13858	13874
NW_021705793.1	14014	14032
NW_021705793.1	14334	14354
NW_021705793.1	14782	14798
NW_021705793.1	15168	15184
NW_021705793.1	15627	15643
NW_021705793.1	15790	15806
NW_021705793.1	16441	16457
NW_021705793.1	16551	16571
NW_021705793.1	16752	16768
NW_021705793.1	16910	16926
NW_021705793.1	17019	17039
NW_021705793.1	17232	17248
NW_021705793.1	17638	17654
NW_021705793.1	19099	19115
NW_021705793.1	19129	19145
NW_021705793.1	19198	19222
NW_021705793.1	19482	19498
NW_021705793.1	19548	19564
NW_021705793.1	19598	19614
NW_021705793.1	19696	19712
NW_021705793.1	20099	20115
NW_021705793.1	20205	20221
NW_021705793.1	20677	20693
NW_021705793.1	21104	21120
NW_021705793.1	21396	21412
NW_021705793.1	21642	21658
NW_021705793.1	21936	21952
NW_021705793.1	22033	22049
NW_021705793.1	22324	22340
NW_021705793.1	22799	22815
NW_021705793.1	22885	22903
NW_021705793.1	23259	23275
NW_021705793.1	23524	23548
NW_021705793.1	24447	24463
NW_021705793.1	24832	24848
NW_021705793.1	24960	24976
NW_021705793.1	25014	25030
NW_021705793.1	25063	25079
NW_021705793.1	25297	25313
NW_021705793.1	25889	25905
NW_021705793.1	26332	26348
NW_021705793.1	26719	26735
NW_021705793.1	26748	26764
NW_021705793.1	27788	27804
NW_021705793.1	27849	27865
NW_021705793.1	27935	27951
NW_021705793.1	28363	28381
NW_021705793.1	28516	28540
NW_021705793.1	28637	28655
NW_021705793.1	28967	28983
NW_021705793.1	29325	29341
NW_021705793.1	29370	29388
NW_021705793.1	29450	29466
NW_021705793.1	29831	29849
NW_021705793.1	29887	29903
NW_021705793.1	30266	30282
NW_021705793.1	30856	30876
NW_021705793.1	31506	31522
NW_021705793.1	31595	31611
NW_021705793.1	32293	32309
NW_021705793.1	32436	32454
NW_021705793.1	32824	32840
NW_021705793.1	33584	33600
NW_021705793.1	33758	33774
NW_021705793.1	34482	34498
NW_021705793.1	34542	34558
NW_021705793.1	34730	34746
NW_021705793.1	35603	35619
NW_021705793.1	35748	35764
NW_021705793.1	36476	36496
NW_021705793.1	36669	36685
NW_021705793.1	36857	36875
NW_021705793.1	37151	37169
NW_021705793.1	37416	37440
NW_021705793.1	37619	37635
NW_021705793.1	37675	37693
NW_021705793.1	37919	37935
NW_021705793.1	38328	38344
NW_021705793.1	38795	38811
NW_021705793.1	39393	39409
NW_021705793.1	40467	40485
NW_021705793.1	40493	40509
NW_021705793.1	40990	41012
NW_021705793.1	41476	41494
NW_021705793.1	41595	41611
NW_021705793.1	41882	41898
NW_021705793.1	42001	42017
NW_021705793.1	42297	42313
NW_021705793.1	42879	42899
NW_021705793.1	43110	43126
NW_021705793.1	43474	43490
NW_021705793.1	43519	43535
NW_021705793.1	44203	44219
NW_021705793.1	44383	44399
NW_021705793.1	44444	44460
NW_021705793.1	44928	44944
NW_021705793.1	46143	46159
NW_021705793.1	47170	47190
NW_021705793.1	47481	47497
NW_021705793.1	47718	47738
NW_021705793.1	47865	47881
NW_021705793.1	47962	47978
NW_021705793.1	48417	48433
NW_021705793.1	49060	49076
NW_021705793.1	49691	49709
NW_021705793.1	49726	49744
NW_021705793.1	49835	49851
NW_021705793.1	50613	50629
NW_021705793.1	51590	51606
NW_021705793.1	51896	51912
NW_021705793.1	52343	52359
NW_021705793.1	52397	52417
NW_021705793.1	52503	52521
NW_021705793.1	53153	53173
NW_021705793.1	53640	53656
NW_021705793.1	54141	54157
NW_021705793.1	54648	54664
NW_021705793.1	54764	54780
NW_021705793.1	55234	55250
NW_021705793.1	57100	57116
NW_021705793.1	57606	57622
NW_021705793.1	58318	58334
NW_021705793.1	58428	58444
NW_021705793.1	58797	58813
NW_021705793.1	59129	59145
NW_021705793.1	59211	59227
NW_021705793.1	59315	59337
NW_021705793.1	59398	59420
NW_021705793.1	59474	59492
NW_021705793.1	59503	59519
NW_021705793.1	59802	59818
NW_021705793.1	59845	59861
NW_021705793.1	59865	59881
NW_021705793.1	60254	60278
NW_021705793.1	60670	60688
NW_021705793.1	60736	60752
NW_021705793.1	61212	61228
NW_021705793.1	61254	61272
NW_021705793.1	61808	61824
NW_021705793.1	63046	63062
NW_021705793.1	63216	63232
NW_021705793.1	63256	63272
NW_021705793.1	63395	63411
NW_021705793.1	63765	63781
NW_021705793.1	64037	64053
NW_021705793.1	64273	64289
NW_021705793.1	64794	64814
NW_021705793.1	65034	65050
NW_021705793.1	66172	66188
NW_021705793.1	66426	66442
NW_021705793.1	66744	66760
NW_021705793.1	67275	67297
NW_021705793.1	67324	67340
NW_021705793.1	68492	68508
NW_021705793.1	69288	69304
NW_021705793.1	70719	70735
NW_021705793.1	70743	70759
NW_021705793.1	70784	70800
NW_021705793.1	71131	71147
NW_021705793.1	71190	71210
NW_021705793.1	71668	71684
NW_021705793.1	71727	71747
NW_021705794.1	556	572
NW_021705794.1	858	876
NW_021705794.1	965	981
NW_021705794.1	2169	2185
NW_021705794.1	3198	3214
NW_021705794.1	3219	3243
NW_021705794.1	3306	3322
NW_021705794.1	3382	3398
NW_021705794.1	3551	3567
NW_021705794.1	4150	4166
NW_021705794.1	4191	4207
NW_021705794.1	4272	4288
NW_021705794.1	5528	5544
NW_021705794.1	5651	5671
NW_021705794.1	6827	6843
NW_021705794.1	7145	7161
NW_021705794.1	8029	8045
NW_021705794.1	8718	8734
NW_021705794.1	9302	9318
NW_021705794.1	9837	9853
NW_021705794.1	9996	10012
NW_021705794.1	10282	10298
NW_021705794.1	10577	10593
NW_021705794.1	10699	10715
NW_021705794.1	11544	11560
NW_021705794.1	11784	11800
NW_021705794.1	12367	12383
NW_021705794.1	13075	13091
NW_021705794.1	13147	13163
NW_021705794.1	13226	13242
NW_021705794.1	13345	13363
NW_021705794.1	14412	14428
NW_021705794.1	14959	14975
NW_021705794.1	15092	15108
NW_021705794.1	15836	15854
NW_021705794.1	16264	16280
NW_021705794.1	16416	16432
NW_021705794.1	16590	16606
NW_021705794.1	16680	16696
NW_021705794.1	17036	17052
NW_021705794.1	17372	17388
NW_021705794.1	17505	17521
NW_021705794.1	17537	17553
NW_021705794.1	17627	17643
NW_021705794.1	17740	17756
NW_021705794.1	17782	17798
NW_021705794.1	18287	18303
NW_021705794.1	18524	18540
NW_021705794.1	18668	18684
NW_021705794.1	18834	18850
NW_021705794.1	18889	18905
NW_021705794.1	19390	19406
NW_021705794.1	19441	19457
NW_021705794.1	19750	19766
NW_021705794.1	20053	20069
NW_021705794.1	20332	20348
NW_021705794.1	20759	20775
NW_021705794.1	21731	21751
NW_021705794.1	21773	21789
NW_021705794.1	22336	22352
NW_021705794.1	22640	22656
NW_021705794.1	22803	22821
NW_021705794.1	22845	22861
NW_021705794.1	23477	23493
NW_021705794.1	23523	23539
NW_021705794.1	23572	23588
NW_021705794.1	23728	23746
NW_021705794.1	24155	24171
NW_021705794.1	24319	24337
NW_021705794.1	24612	24630
NW_021705794.1	24725	24741
NW_021705794.1	24906	24922
NW_021705794.1	25426	25442
NW_021705794.1	25482	25498
NW_021705794.1	25774	25790
NW_021705794.1	26009	26025
NW_021705794.1	26998	27014
NW_021705794.1	27227	27243
NW_021705794.1	27480	27502
NW_021705794.1	28086	28102
NW_021705794.1	28946	28962
NW_021705794.1	29567	29583
NW_021705794.1	30085	30101
NW_021705794.1	30687	30703
NW_021705794.1	30749	30765
NW_021705794.1	30845	30861
NW_021705794.1	30881	30897
NW_021705794.1	30981	30997
NW_021705794.1	31525	31541
NW_021705794.1	32544	32560
NW_021705794.1	32660	32680
NW_021705794.1	33174	33192
NW_021705794.1	33685	33701
NW_021705794.1	33800	33816
NW_021705794.1	33889	33905
NW_021705794.1	34065	34081
NW_021705794.1	34587	34603
NW_021705794.1	34798	34814
NW_021705794.1	34920	34936
NW_021705794.1	35243	35259
NW_021705794.1	35555	35573
NW_021705794.1	35963	35983
NW_021705794.1	36538	36554
NW_021705794.1	36600	36616
NW_021705794.1	36882	36898
NW_021705794.1	37209	37225
NW_021705794.1	37985	38003
NW_021705794.1	38390	38408
NW_021705794.1	38898	38920
NW_021705794.1	39875	39891
NW_021705794.1	40178	40194
NW_021705794.1	40787	40803
NW_021705794.1	41071	41087
NW_021705794.1	41169	41189
NW_021705794.1	41391	41409
NW_021705794.1	41790	41806
NW_021705794.1	42950	42966
NW_021705794.1	43198	43216
NW_021705794.1	43478	43494
NW_021705794.1	43668	43684
